Time[min],Mass[mg],Temperature[degreeC],RH_target[%],RH_measured[%]
205.99,10.1141,25.9,0,0.67
206.03,10.1103,25.9,0,0.67
206.06,10.1062,25.8,0,0.67
206.09,10.1023,25.9,0,0.67
206.13,10.0982,25.8,0,0.67
206.16,10.0944,25.8,0,0.67
206.19,10.0903,25.8,0,0.67
206.23,10.0864,25.8,0,0.67
206.26,10.0823,25.9,0,0.67
206.3,10.0784,25.9,0,0.67
206.33,10.0725,25.8,0,0.67
206.36,10.0684,25.8,0,0.67
206.4,10.0645,25.8,0,0.67
206.43,10.0604,25.9,0,0.67
206.47,10.0583,25.9,0,0.67
206.5,10.0544,25.8,0,0.67
206.53,10.0505,25.8,0,0.67
206.57,10.0464,25.8,0,0.67
206.6,10.0424,25.8,0,0.67
206.64,10.0404,25.8,0,0.67
206.67,10.0362,25.8,0,0.67
206.7,10.0323,25.9,0,0.67
206.74,10.0281,25.9,0,0.66
206.77,10.0242,25.9,0,0.66
206.81,10.0203,25.9,0,0.66
206.84,10.0162,25.9,0,0.66
206.87,10.0123,25.9,0,0.66
206.91,10.0081,26,0,0.67
206.94,10.0041,25.9,0,0.66
206.97,10,25.9,0,0.66
207.01,9.996,25.9,0,0.66
207.04,9.9918,25.9,0,0.66
207.08,9.9879,25.9,0,0.66
207.11,9.9837,25.9,0,0.66
207.14,9.9798,25.9,0,0.66
207.18,9.9756,25.9,0,0.67
207.21,9.9717,25.9,0,0.67
207.25,9.9678,25.9,0,0.67
207.28,9.9636,25.9,0,0.66
207.31,9.9596,25.8,0,0.66
207.35,9.9554,25.9,0,0.66
207.38,9.9515,25.8,0,0.66
207.41,9.9472,25.8,0,0.66
207.45,9.9412,25.8,0,0.66
207.48,9.9373,25.8,0,0.65
207.52,9.9331,25.9,0,0.65
207.55,9.9291,25.9,0,0.65
207.58,9.927,25.9,0,0.64
207.62,9.9228,25.9,0,0.65
207.65,9.9189,25.9,0,0.66
207.68,9.9147,25.9,0,0.64
207.72,9.9108,25.9,0,0.64
207.75,9.9087,25.9,0,0.64
207.79,9.9048,25.9,0,0.65
207.82,9.9006,25.9,0,0.64
207.85,9.8966,25.9,0,0.64
207.89,9.8924,25.9,0,0.65
207.92,9.8885,25.8,0,0.65
207.96,9.8843,25.9,0,0.64
207.99,9.8804,25.8,0,0.65
208.02,9.8765,25.8,0,0.64
208.06,9.8723,25.9,0,0.64
208.09,9.8684,25.8,0,0.64
208.12,9.8642,25.8,0,0.64
208.16,9.8603,25.9,0,0.64
208.19,9.8561,25.9,0,0.64
208.23,9.8522,25.9,0,0.64
208.26,9.848,26,0,0.64
208.29,9.8441,25.9,0,0.65
208.33,9.8399,25.9,0,0.64
208.36,9.836,25.9,0,0.64
208.4,9.8318,25.9,0,0.64
208.43,9.8279,25.9,0,0.64
208.46,9.8237,25.9,0,0.64
208.5,9.8197,25.8,0,0.64
208.53,9.8137,25.8,0,0.64
208.57,9.8095,25.9,0,0.64
208.6,9.8056,25.8,0,0.64
208.63,9.8014,25.8,0,0.64
208.67,9.7995,25.9,0,0.64
208.7,9.7933,25.8,0,0.64
208.73,9.7914,25.9,0,0.64
208.77,9.7873,25.9,0,0.64
208.8,9.7834,25.8,0,0.64
208.84,9.7792,25.8,0,0.64
208.87,9.7774,25.8,0,0.64
208.9,9.7732,25.8,0,0.64
208.94,9.7693,25.8,0,0.64
208.97,9.7651,25.8,0,0.64
209.01,9.7612,25.8,0,0.64
209.04,9.757,25.9,0,0.64
209.07,9.7531,25.9,0,0.64
209.11,9.749,25.9,0,0.64
209.14,9.7451,25.9,0,0.64
209.17,9.7409,25.8,0,0.64
209.21,9.737,25.8,0,0.64
209.24,9.7331,25.8,0,0.64
209.28,9.7289,25.9,0,0.64
209.31,9.725,25.9,0,0.64
209.34,9.7208,25.9,0,0.64
209.38,9.7169,26,0,0.64
209.41,9.7128,25.9,0,0.64
209.44,9.7089,25.9,0,0.64
209.48,9.7047,25.9,0,0.64
209.51,9.7008,25.9,0,0.64
209.55,9.6967,25.9,0,0.64
209.58,9.6927,25.8,0,0.64
209.61,9.6885,25.9,0,0.64
209.65,9.6826,25.9,0,0.64
209.68,9.6787,25.8,0,0.64
209.72,9.6745,25.8,0,0.64
209.75,9.6706,25.8,0,0.64
209.78,9.6664,25.8,0,0.64
209.82,9.6646,25.9,0,0.64
209.85,9.6605,25.9,0,0.64
209.88,9.6566,26,0,0.64
209.92,9.6524,26,0,0.64
209.95,9.6485,25.9,0,0.64
209.99,9.6464,25.9,0,0.64
210.02,9.6426,25.8,0,0.64
210.05,9.6384,25.8,0,0.64
210.09,9.6345,25.9,0,0.64
210.12,9.6304,25.9,0,0.64
210.16,9.6265,25.9,0,0.64
210.19,9.6224,25.9,0,0.64
210.22,9.6185,25.9,0,0.64
210.26,9.6144,25.9,0,0.64
210.29,9.6105,25.9,0,0.64
210.33,9.6064,25.9,0,0.64
210.36,9.6025,25.9,0,0.64
210.39,9.5984,25.9,0,0.64
210.43,9.5945,25.9,0,0.64
210.46,9.5904,25.9,0,0.64
210.49,9.5865,25.8,0,0.64
210.53,9.5827,25.9,0,0.64
210.56,9.5785,25.9,0,0.64
210.6,9.5746,25.9,0,0.64
210.63,9.5705,25.9,0,0.64
210.66,9.5666,25.9,0,0.64
210.7,9.5625,25.9,0,0.64
210.73,9.5586,25.9,0,0.64
210.77,9.5527,25.9,0,0.64
210.8,9.5486,25.9,0,0.64
210.83,9.5448,25.9,0,0.64
210.87,9.5407,25.9,0,0.64
210.9,9.5368,26,0,0.64
210.93,9.5347,26,0,0.64
210.97,9.5309,25.9,0,0.64
211,9.5268,26,0,0.64
211.04,9.5229,25.8,0,0.64
211.07,9.5188,25.8,0,0.64
211.1,9.5168,25.9,0,0.64
211.14,9.5129,25.9,0,0.64
211.17,9.5089,25.9,0,0.64
211.2,9.505,25.9,0,0.64
211.24,9.5012,25.9,0,0.64
211.27,9.4971,25.9,0,0.64
211.31,9.4933,25.9,0,0.64
211.34,9.4892,25.9,0,0.64
211.37,9.4853,25.9,0,0.64
211.41,9.4813,25.9,0,0.64
211.44,9.4774,25.9,0,0.64
211.48,9.4733,25.9,0,0.64
211.51,9.4695,25.9,0,0.64
211.54,9.4654,25.9,0,0.64
211.58,9.4616,25.9,0,0.64
211.61,9.4575,25.8,0,0.64
211.64,9.4537,25.8,0,0.64
211.68,9.4496,25.8,0,0.64
211.71,9.4458,25.8,0,0.64
211.75,9.442,25.9,0,0.64
211.78,9.438,25.9,0,0.64
211.81,9.4341,25.8,0,0.64
211.85,9.4301,25.8,0,0.64
211.88,9.4242,25.8,0,0.64
211.92,9.4201,25.9,0,0.64
211.95,9.4163,25.9,0,0.64
211.98,9.4125,25.9,0,0.64
212.02,9.4085,25.9,0,0.63
212.05,9.4065,25.9,0,0.64
212.09,9.4027,25.9,0,0.64
212.12,9.3986,25.9,0,0.64
212.15,9.3948,25.9,0,0.64
212.19,9.3907,25.9,0,0.64
212.22,9.389,25.9,0,0.64
212.25,9.3849,25.9,0,0.64
212.29,9.3811,25.9,0,0.64
212.32,9.3771,25.9,0,0.64
212.36,9.3733,25.9,0,0.64
212.39,9.3692,25.9,0,0.64
212.42,9.3655,25.9,0,0.64
212.46,9.3614,25.9,0,0.64
212.49,9.3576,25.9,0,0.64
212.53,9.3538,25.9,0,0.64
212.56,9.3498,25.9,0,0.63
212.59,9.346,25.9,0,0.63
212.63,9.342,25.8,0,0.63
212.66,9.3382,25.9,0,0.64
212.69,9.3342,25.9,0,0.64
212.73,9.3304,25.9,0,0.64
212.76,9.3264,25.9,0,0.63
212.8,9.3226,25.9,0,0.64
212.83,9.3186,25.9,0,0.64
212.86,9.3148,25.9,0,0.64
212.9,9.3108,25.9,0,0.64
212.93,9.3071,25.8,0,0.64
212.96,9.3033,25.8,0,0.63
213,9.2973,25.9,0,0.64
213.03,9.2935,25.9,0,0.63
213.07,9.2895,25.9,0,0.64
213.1,9.2858,25.9,0,0.64
213.13,9.2838,25.8,0,0.63
213.17,9.278,25.8,0,0.63
213.2,9.276,25.8,0,0.64
213.24,9.2723,25.8,0,0.64
213.27,9.2683,25.8,0,0.64
213.3,9.2645,25.8,0,0.64
213.34,9.2625,25.8,0,0.64
213.37,9.2588,25.8,0,0.64
213.4,9.2548,25.9,0,0.64
213.44,9.251,25.9,0,0.64
213.47,9.247,25.8,0,0.64
213.51,9.2433,25.9,0,0.64
213.54,9.2393,25.9,0,0.63
213.57,9.2355,25.9,0,0.64
213.61,9.2315,25.9,0,0.64
213.64,9.2278,25.9,0,0.63
213.68,9.2238,25.9,0,0.64
213.71,9.22,25.9,0,0.64
213.74,9.2163,25.9,0,0.64
213.78,9.2123,25.9,0,0.64
213.81,9.2086,25.8,0,0.64
213.85,9.2046,25.8,0,0.64
213.88,9.2009,25.8,0,0.64
213.91,9.1969,25.8,0,0.64
213.95,9.1932,25.8,0,0.64
213.98,9.1892,25.8,0,0.64
214.01,9.1854,25.8,0,0.64
214.05,9.1815,25.8,0,0.63
214.08,9.1777,25.8,0,0.63
214.12,9.172,25.9,0,0.63
214.15,9.1681,25.9,0,0.64
214.18,9.1643,25.9,0,0.62
214.22,9.1604,25.8,0,0.63
214.25,9.1567,25.8,0,0.62
214.29,9.1547,25.8,0,0.62
214.32,9.151,25.8,0,0.62
214.35,9.147,25.8,0,0.62
214.39,9.1433,25.9,0,0.64
214.42,9.1393,25.9,0,0.63
214.45,9.1373,25.9,0,0.63
214.49,9.1336,25.9,0,0.64
214.52,9.1299,25.8,0,0.62
214.56,9.1259,25.8,0,0.63
214.59,9.1223,25.8,0,0.63
214.62,9.1183,25.9,0,0.62
214.66,9.1146,25.9,0,0.62
214.69,9.1107,25.9,0,0.62
214.72,9.1069,25.9,0,0.63
214.76,9.103,25.8,0,0.63
214.79,9.0993,25.9,0,0.63
214.83,9.0954,25.9,0,0.63
214.86,9.0917,25.9,0,0.63
214.89,9.0877,25.9,0,0.62
214.93,9.0841,25.9,0,0.62
214.96,9.0804,25.9,0,0.62
215,9.0764,25.9,0,0.62
215.03,9.0727,25.9,0,0.62
215.06,9.0688,25.9,0,0.63
215.1,9.0651,25.9,0,0.62
215.13,9.0612,25.9,0,0.62
215.16,9.0575,25.9,0,0.63
215.2,9.0535,25.8,0,0.63
215.23,9.0479,25.9,0,0.62
215.27,9.0442,25.9,0,0.62
215.3,9.0403,25.9,0,0.62
215.33,9.0366,26,0,0.62
215.37,9.0327,25.9,0,0.62
215.4,9.0307,25.9,0,0.61
215.44,9.0271,25.9,0,0.62
215.47,9.0234,25.9,0,0.62
215.5,9.0195,25.9,0,0.63
215.54,9.0158,26,0,0.62
215.57,9.0139,26,0,0.62
215.61,9.01,25.9,0,0.62
215.64,9.0063,25.9,0,0.61
215.67,9.0024,25.9,0,0.62
215.71,8.9988,25.9,0,0.62
215.74,8.9951,25.9,0,0.62
215.77,8.9912,25.9,0,0.61
215.81,8.9876,25.8,0,0.62
215.84,8.9837,25.9,0,0.62
215.88,8.98,25.9,0,0.62
215.91,8.9761,25.9,0,0.62
215.94,8.9725,26,0,0.62
215.98,8.9686,26,0,0.62
216.01,8.9649,25.9,0,0.62
216.05,8.961,25.9,0,0.62
216.08,8.9574,25.9,0,0.61
216.11,8.9535,25.9,0,0.61
216.15,8.9498,25.9,0,0.61
216.18,8.946,25.9,0,0.62
216.21,8.9423,25.8,0,0.61
216.25,8.9387,25.8,0,0.62
216.28,8.9348,25.8,0,0.62
216.32,8.9312,25.8,0,0.62
216.35,8.9254,25.9,0,0.62
216.38,8.9218,25.9,0,0.61
216.42,8.9179,25.9,0,0.61
216.45,8.9142,25.9,0,0.61
216.48,8.9123,25.8,0,0.62
216.52,8.9087,25.8,0,0.62
216.55,8.9048,25.8,0,0.61
216.59,8.9012,25.9,0,0.61
216.62,8.8974,25.9,0,0.61
216.65,8.8937,25.9,0,0.61
216.69,8.8918,25.9,0,0.62
216.72,8.8882,25.9,0,0.61
216.76,8.8843,25.9,0,0.61
216.79,8.8807,25.9,0,0.61
216.82,8.8768,25.9,0,0.61
216.86,8.8732,25.9,0,0.61
216.89,8.8694,25.9,0,0.61
216.92,8.8657,25.9,0,0.61
216.96,8.8621,25.9,0,0.61
216.99,8.8582,25.9,0,0.61
217.03,8.8546,25.9,0,0.61
217.06,8.8508,25.8,0,0.61
217.09,8.8471,25.8,0,0.61
217.13,8.8433,25.9,0,0.61
217.16,8.8397,25.9,0,0.61
217.2,8.8358,25.9,0,0.61
217.23,8.8322,25.9,0,0.61
217.26,8.8283,25.8,0,0.61
217.3,8.8247,25.8,0,0.61
217.33,8.8209,25.8,0,0.61
217.37,8.8173,25.8,0,0.61
217.4,8.8134,25.9,0,0.61
217.43,8.8098,25.9,0,0.61
217.47,8.8043,25.9,0,0.61
217.5,8.8004,25.9,0,0.61
217.53,8.7969,25.9,0,0.61
217.57,8.793,25.9,0,0.61
217.6,8.7913,25.9,0,0.61
217.64,8.7875,25.9,0,0.61
217.67,8.7839,25.9,0,0.61
217.7,8.7801,25.9,0,0.61
217.74,8.7765,25.9,0,0.61
217.77,8.7727,25.9,0,0.61
217.81,8.771,25.9,0,0.61
217.84,8.7672,25.9,0,0.61
217.87,8.7636,25.9,0,0.61
217.91,8.7598,25.9,0,0.61
217.94,8.7562,25.9,0,0.61
217.97,8.7524,25.9,0,0.61
218.01,8.7488,25.9,0,0.61
218.04,8.745,25.9,0,0.61
218.08,8.7414,25.9,0,0.61
218.11,8.7376,25.9,0,0.61
218.14,8.7341,25.8,0,0.61
218.18,8.7302,25.9,0,0.61
218.21,8.7267,25.8,0,0.61
218.24,8.7231,25.9,0,0.61
218.28,8.7193,25.9,0,0.61
218.31,8.7157,25.9,0,0.61
218.35,8.7119,25.9,0,0.61
218.38,8.7083,25.9,0,0.61
218.41,8.7045,25.9,0,0.61
218.45,8.701,25.8,0,0.61
218.48,8.6972,25.9,0,0.61
218.52,8.6936,25.9,0,0.61
218.55,8.6898,25.9,0,0.61
218.58,8.6843,26,0,0.61
218.62,8.6808,25.9,0,0.61
218.65,8.677,25.9,0,0.61
218.68,8.6734,25.9,0,0.61
218.72,8.6696,25.9,0,0.61
218.75,8.668,25.9,0,0.61
218.79,8.6642,25.9,0,0.61
218.82,8.6606,25.9,0,0.61
218.85,8.6568,25.9,0,0.61
218.89,8.6533,25.8,0,0.61
218.92,8.6514,25.8,0,0.61
218.96,8.6478,25.8,0,0.61
218.99,8.644,25.8,0,0.61
219.02,8.6405,25.8,0,0.61
219.06,8.6367,25.8,0,0.61
219.09,8.6332,25.9,0,0.61
219.13,8.6294,25.9,0,0.61
219.16,8.6259,25.9,0,0.61
219.19,8.6221,25.9,0,0.61
219.23,8.6185,25.9,0,0.61
219.26,8.6148,25.9,0,0.61
219.29,8.6112,25.9,0,0.61
219.33,8.6075,25.9,0,0.61
219.36,8.6039,25.9,0,0.61
219.4,8.6002,25.9,0,0.61
219.43,8.5966,25.8,0,0.61
219.46,8.5931,25.8,0,0.61
219.5,8.5894,25.8,0,0.61
219.53,8.5859,25.8,0,0.61
219.57,8.5821,25.8,0,0.61
219.6,8.5786,25.8,0,0.61
219.63,8.5748,25.8,0,0.61
219.67,8.5713,25.9,0,0.61
219.7,8.5659,25.9,0,0.61
219.73,8.5622,25.9,0,0.61
219.77,8.5587,25.9,0,0.61
219.8,8.5549,25.9,0,0.61
219.84,8.5514,25.9,0,0.61
219.87,8.5496,25.9,0,0.61
219.9,8.5458,25.9,0,0.61
219.94,8.5423,25.9,0,0.61
219.97,8.5388,25.9,0,0.61
220,8.5351,25.9,0,0.61
220.04,8.5332,25.9,0,0.61
220.07,8.5297,26,0,0.61
220.11,8.526,26,0,0.61
220.14,8.5225,25.9,0,0.61
220.17,8.5187,25.9,0,0.61
220.21,8.5152,25.9,0,0.61
220.24,8.5117,25.9,0,0.61
220.28,8.5079,25.9,0,0.61
220.31,8.5044,25.8,0,0.61
220.34,8.5007,25.9,0,0.61
220.38,8.4972,25.9,0,0.61
220.41,8.4935,25.9,0,0.61
220.44,8.49,25.9,0,0.61
220.48,8.4862,25.9,0,0.61
220.51,8.4827,25.8,0,0.61
220.55,8.479,25.8,0,0.61
220.58,8.4755,25.8,0,0.61
220.61,8.4718,25.8,0,0.61
220.65,8.4683,25.9,0,0.61
220.68,8.4648,25.9,0,0.61
220.72,8.4611,25.9,0,0.61
220.75,8.4576,25.9,0,0.61
220.78,8.4521,25.9,0,0.61
220.82,8.4486,25.9,0,0.61
220.85,8.4449,25.9,0,0.61
220.89,8.4414,25.9,0,0.61
220.92,8.438,25.9,0,0.61
220.95,8.4361,25.9,0,0.61
220.99,8.4324,25.8,0,0.61
221.02,8.4289,25.8,0,0.61
221.05,8.4252,25.9,0,0.61
221.09,8.4218,25.9,0,0.61
221.12,8.418,25.9,0,0.61
221.16,8.4164,25.9,0,0.61
221.19,8.4127,25.9,0,0.61
221.22,8.4093,25.9,0,0.61
221.26,8.4056,25.9,0,0.61
221.29,8.4021,25.9,0,0.61
221.33,8.3984,25.9,0,0.61
221.36,8.3949,25.9,0,0.61
221.39,8.3912,25.9,0,0.61
221.43,8.3878,25.9,0,0.61
221.46,8.3843,25.9,0,0.61
221.49,8.3806,25.9,0,0.61
221.53,8.3772,25.9,0,0.61
221.56,8.3735,25.9,0,0.61
221.6,8.37,25.9,0,0.61
221.63,8.3663,26,0,0.61
221.66,8.3629,25.9,0,0.61
221.7,8.3592,25.9,0,0.61
221.73,8.3557,25.9,0,0.61
221.76,8.352,25.8,0,0.61
221.8,8.3486,25.8,0,0.61
221.83,8.3449,25.9,0,0.61
221.87,8.3414,25.8,0,0.61
221.9,8.3361,25.9,0,0.6
221.93,8.3325,25.9,0,0.61
221.97,8.329,25.9,0,0.61
222,8.3254,25.9,0,0.61
222.04,8.3219,25.9,0,0.61
222.07,8.3201,25.9,0,0.61
222.1,8.3167,25.9,0,0.61
222.14,8.313,25.9,0,0.6
222.17,8.3096,25.9,0,0.61
222.2,8.306,25.9,0,0.6
222.24,8.3025,25.9,0,0.6
222.27,8.3007,25.9,0,0.61
222.31,8.2973,25.9,0,0.61
222.34,8.2937,25.9,0,0.61
222.37,8.2902,25.9,0,0.59
222.41,8.2866,25.8,0,0.61
222.44,8.2832,25.8,0,0.6
222.48,8.2796,25.8,0,0.59
222.51,8.2762,25.8,0,0.59
222.54,8.2725,25.8,0,0.6
222.58,8.2691,25.8,0,0.6
222.61,8.2655,25.9,0,0.61
222.65,8.2621,25.9,0,0.6
222.68,8.2587,25.9,0,0.6
222.71,8.2551,25.9,0,0.61
222.75,8.2517,25.9,0,0.59
222.78,8.2481,25.9,0,0.6
222.81,8.2447,25.9,0,0.61
222.85,8.2411,25.9,0,0.61
222.88,8.2377,25.9,0,0.61
222.92,8.234,25.9,0,0.61
222.95,8.2306,25.9,0,0.61
222.98,8.227,25.9,0,0.61
223.02,8.2218,25.9,0,0.59
223.05,8.2184,25.9,0,0.59
223.08,8.2148,25.9,0,0.61
223.12,8.2114,25.9,0,0.61
223.15,8.2096,25.9,0,0.6
223.19,8.2063,26,0,0.59
223.22,8.2027,26,0,0.6
223.25,8.199,26,0,0.6
223.29,8.1957,25.9,0,0.59
223.32,8.1939,25.9,0,0.61
223.36,8.1905,25.9,0,0.61
223.39,8.1869,25.9,0,0.6
223.42,8.1835,25.8,0,0.59
223.46,8.18,25.8,0,0.59
223.49,8.1766,25.8,0,0.6
223.52,8.173,25.8,0,0.6
223.56,8.1697,25.8,0,0.59
223.59,8.1661,25.9,0,0.6
223.63,8.1628,25.9,0,0.59
223.66,8.1594,25.9,0,0.59
223.69,8.1559,25.9,0,0.59
223.73,8.1525,25.9,0,0.61
223.76,8.149,25.8,0,0.61
223.79,8.1456,25.9,0,0.6
223.83,8.142,25.8,0,0.59
223.86,8.1387,25.9,0,0.59
223.9,8.1351,25.9,0,0.6
223.93,8.1318,25.9,0,0.59
223.96,8.1282,25.9,0,0.6
224,8.1231,25.9,0,0.6
224.03,8.1198,25.9,0,0.59
224.06,8.1163,25.9,0,0.59
224.1,8.1145,25.8,0,0.6
224.13,8.1111,25.8,0,0.6
224.16,8.1078,25.8,0,0.6
224.2,8.1043,25.8,0,0.6
224.23,8.1009,25.9,0,0.59
224.27,8.0974,25.9,0,0.6
224.3,8.0941,25.9,0,0.59
224.33,8.0906,25.9,0,0.6
224.37,8.0873,25.9,0,0.59
224.4,8.0856,25.9,0,0.59
224.44,8.0823,25.9,0,0.59
224.47,8.0788,25.9,0,0.59
224.5,8.0756,25.9,0,0.59
224.54,8.0721,25.9,0,0.6
224.57,8.0688,25.8,0,0.59
224.6,8.0653,25.8,0,0.6
224.64,8.062,25.9,0,0.61
224.67,8.0586,25.8,0,0.59
224.71,8.0553,25.9,0,0.59
224.74,8.0518,25.9,0,0.59
224.77,8.0486,25.9,0,0.6
224.81,8.0451,25.9,0,0.59
224.84,8.0419,25.9,0,0.59
224.87,8.0384,25.8,0,0.59
224.91,8.0352,25.8,0,0.59
224.94,8.0318,25.8,0,0.59
224.98,8.0285,25.8,0,0.59
225.01,8.0253,25.9,0,0.59
225.04,8.0201,25.9,0,0.59
225.08,8.0169,25.9,0,0.59
225.11,8.0135,25.9,0,0.59
225.15,8.0102,25.9,0,0.59
225.18,8.0068,25.9,0,0.59
225.21,8.0053,25.9,0,0.59
225.25,8.0019,25.9,0,0.59
225.28,7.9987,25.9,0,0.59
225.32,7.9953,25.9,0,0.59
225.35,7.9922,25.9,0,0.59
225.38,7.9904,25.9,0,0.59
225.42,7.9872,25.9,0,0.58
225.45,7.9838,25.9,0,0.59
225.48,7.9807,25.9,0,0.58
225.52,7.9773,25.9,0,0.57
225.55,7.9741,25.9,0,0.58
225.59,7.9707,25.9,0,0.57
225.62,7.9676,25.9,0,0.59
225.65,7.9642,25.9,0,0.58
225.69,7.9611,25.9,0,0.58
225.72,7.9577,25.9,0,0.59
225.76,7.9546,25.9,0,0.59
225.79,7.9513,25.9,0,0.59
225.82,7.9481,25.9,0,0.58
225.86,7.945,25.8,0,0.58
225.89,7.9417,25.8,0,0.59
225.92,7.9386,25.9,0,0.58
225.96,7.9353,25.9,0,0.58
225.99,7.9323,25.9,0,0.59
226.02,7.929,25.9,0,0.58
226.06,7.9259,25.9,0,0.58
226.09,7.9243,25.9,0,0.59
226.12,7.9196,25.9,0,0.57
226.16,7.9164,25.8,0,0.59
226.19,7.9134,25.8,0,0.59
226.22,7.9102,25.9,0,0.57
226.26,7.9071,25.9,0,0.58
226.29,7.9039,26,0,0.59
226.33,7.9009,26,0,0.58
226.36,7.8979,26,0,0.57
226.39,7.8948,25.9,0,0.58
226.43,7.8932,25.9,0,0.59
226.46,7.8901,25.9,0,0.58
226.5,7.887,25.9,0,0.58
226.53,7.884,25.9,0,0.59
226.56,7.8808,25.9,0,0.57
226.6,7.8779,25.9,0,0.57
226.63,7.8747,25.9,0,0.57
226.66,7.8718,25.9,0,0.57
226.7,7.8689,25.9,0,0.57
226.73,7.8658,25.9,0,0.58
226.77,7.8628,25.9,0,0.57
226.8,7.8597,25.9,0,0.58
226.83,7.8568,25.9,0,0.57
226.87,7.8538,25.9,0,0.57
226.9,7.8509,26,0,0.57
226.94,7.8478,25.9,0,0.57
226.97,7.845,26,0,0.59
227,7.8419,26,0,0.57
227.04,7.8391,25.9,0,0.58
227.07,7.8376,26,0,0.58
227.1,7.8348,25.9,0,0.58
227.14,7.8317,25.9,0,0.57
227.17,7.8275,25.9,0,0.57
227.2,7.8247,25.9,0,0.57
227.24,7.8217,25.9,0,0.57
227.27,7.8189,25.9,0,0.57
227.31,7.816,25.9,0,0.57
227.34,7.8132,25.9,0,0.58
227.37,7.8103,25.8,0,0.57
227.41,7.8076,25.9,0,0.57
227.44,7.8061,25.9,0,0.57
227.47,7.8032,25.9,0,0.59
227.51,7.8005,25.9,0,0.58
227.54,7.7978,25.9,0,0.58
227.58,7.7949,25.9,0,0.59
227.61,7.7922,25.9,0,0.57
227.64,7.7894,25.9,0,0.57
227.68,7.7867,25.9,0,0.57
227.71,7.7839,25.9,0,0.57
227.75,7.7812,25.9,0,0.57
227.78,7.7784,25.9,0,0.57
227.81,7.7758,25.9,0,0.57
227.85,7.773,25.8,0,0.57
227.88,7.7704,25.9,0,0.57
227.91,7.7676,25.9,0,0.57
227.95,7.765,25.9,0,0.57
227.98,7.7623,25.9,0,0.57
228.02,7.7611,25.9,0,0.58
228.05,7.7584,25.8,0,0.57
228.08,7.7558,25.9,0,0.57
228.12,7.7531,25.9,0,0.57
228.15,7.7506,25.9,0,0.57
228.19,7.7479,25.9,0,0.57
228.22,7.7441,25.9,0,0.57
228.25,7.7416,25.9,0,0.57
228.29,7.739,26,0,0.57
228.32,7.7365,26,0,0.57
228.35,7.7339,26,0,0.57
228.39,7.7315,25.9,0,0.57
228.42,7.7289,25.9,0,0.57
228.46,7.7265,25.9,0,0.57
228.49,7.7239,25.9,0,0.57
228.52,7.7228,25.9,0,0.57
228.56,7.7202,25.9,0,0.57
228.59,7.7179,25.9,0,0.57
228.62,7.7154,25.9,0,0.57
228.66,7.7131,25.9,0,0.57
228.69,7.7106,25.9,0,0.57
228.73,7.7083,25.8,0,0.57
228.76,7.7058,25.9,0,0.57
228.79,7.7035,25.9,0,0.57
228.83,7.7011,25.9,0,0.57
228.86,7.6988,25.9,0,0.57
228.89,7.6965,25.9,0,0.57
228.93,7.6941,25.9,0,0.57
228.96,7.6919,25.9,0,0.57
229,7.6895,26,0,0.57
229.03,7.6873,26,0,0.57
229.06,7.6861,25.9,0,0.57
229.1,7.6838,25.9,0,0.57
229.13,7.6804,25.9,0,0.57
229.17,7.6792,25.9,0,0.57
229.2,7.6771,25.9,0,0.57
229.23,7.6737,25.9,0,0.57
229.27,7.6715,25.9,0,0.57
229.3,7.6694,25.9,0,0.57
229.34,7.6671,25.9,0,0.57
229.37,7.665,25.9,0,0.57
229.41,7.6628,25.9,0,0.57
229.44,7.6607,26,0,0.57
229.47,7.6587,25.9,0,0.57
229.51,7.6565,25.9,0,0.57
229.54,7.6545,25.9,0,0.57
229.58,7.6534,25.9,0,0.57
229.61,7.6513,25.9,0,0.57
229.64,7.6493,25.9,0,0.57
229.68,7.6472,26,0,0.57
229.71,7.6452,26,0,0.57
229.75,7.6432,25.9,0,0.57
229.78,7.6412,25.9,0,0.57
229.81,7.6392,25.9,0,0.57
229.85,7.6372,25.9,0,0.57
229.88,7.6352,25.9,0,0.57
229.91,7.6332,25.9,0,0.57
229.95,7.6313,25.9,0,0.57
229.98,7.6293,25.9,0,0.57
230.02,7.6274,25.9,0,0.57
230.05,7.6255,25.9,0,0.57
230.09,7.6236,25.9,0,0.57
230.12,7.6217,25.9,0,0.57
230.15,7.6199,25.9,0,0.57
230.19,7.618,26,0,0.57
230.22,7.6162,26,0,0.57
230.25,7.6134,26,0,0.57
230.29,7.6116,25.9,0,0.57
230.32,7.6098,25.9,0,0.57
230.35,7.6089,25.9,0,0.57
230.39,7.6072,25.9,0,0.57
230.42,7.6053,25.9,0,0.57
230.45,7.6036,26,0,0.57
230.49,7.6018,25.9,0,0.57
230.52,7.6001,26,0,0.57
230.56,7.5992,25.9,0,0.57
230.59,7.5975,25.8,0,0.57
230.62,7.5958,25.9,0,0.57
230.66,7.5941,25.9,0,0.57
230.69,7.5923,25.9,0,0.57
230.73,7.5906,25.9,0,0.57
230.76,7.5888,25.9,0,0.57
230.79,7.5872,25.8,0,0.57
230.83,7.5855,25.8,0,0.57
230.86,7.5838,25.8,0,0.57
230.9,7.5821,25.8,0,0.57
230.93,7.5805,25.9,0,0.57
230.96,7.5788,25.9,0,0.57
231,7.5772,25.9,0,0.57
231.03,7.5755,25.9,0,0.57
231.07,7.574,25.9,0,0.57
231.1,7.5723,25.9,0,0.57
